"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Upload Image","Visa Category Description","Visa Category Background","Visa Link","home page news link","home page testimonial link","Testimonial Main Title","Testimonial Name","Testimonial Read More Link","Main heading","Box One Title","Box One Image","Box One Decription","Box Two Title","Box Two Image","Box Two Description","Box Three Title","Box three image","Box Three Description","Box Four Title","Box Four Image","Box four description","Box Five Title","Box Five Image","Box Five description","Box Six Title","Box Six Image","Box Six Description","Secondary TItle","Facebook Link","Twitter Link","Linkedin Link","Main Heading","Section Image","Sub Heading","Section Content_front_page","Section Extra Content","Section Link","Total amount","Country Main Title","Country First Title","Country First Content","Country Second Title","Country second Content","Country Bottom Content","First Box Image","First Box Title","First Box Content","First Box Link","Second Box Title","Second Box  Image","Second Box Content","Second Box Link","Third Box Title","Third Box Image","Third Box Content","Third Box Link","Fourth Box Title","Fourth Box Image","Fourth Box Content","Fourth Box Link","Fifth Box Title","Fifth Box Image","Fifth Box Content","Fifth Box Link","Six Box Title","Six Box Image","Six Box Content","Six Box Link","Contact Top Content","Contact form Title Right Side","Contact Info Tile","Contact Info Content","Branch office Title","Branch Ofiice Second Title","Branch office Content","Second Branch Office Title","Second Branch Office Sub Title","Second Branch Office Content","Offshore office Title","Offshore Office Second Title","Offshore Office Content","Upcoming Office Title","Upcoming Office Image 1","Upcoming Office  Image 2","Upcoming Office Image 3","Upcoming Office Image 4","Categories Title1","Categories Title Link1","Categories Title2","Categories Title Link2","Categories Title3","Categories Title Link3","Categories Title4","Categories Title Link4","Categories Title5","Categories Title Link5","Categories Title6","Categories Title Link6"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/08/image.jpg,image,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/08/image.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/08/quebec-map-300x224.jpg,quebec-map-300x224,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/08/quebec-map-300x224.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/08/canada-sun.jpg,canada-sun,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/08/canada-sun.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/08/art-Indian-Tourists-Sydney.jpg,"India is one of Australia's fastest growing tourism markets.",,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/08/art-Indian-Tourists-Sydney.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/08/Alberta.jpg,alberta,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/08/Alberta.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/08/Long-Stay-Parent-Visa-.jpg,long-stay-parent-visa,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/08/Long-Stay-Parent-Visa-.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/VETASSESS-.jpg|http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/vetassess.png,vetassess|vetassess,|,|,|,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/VETASSESS-.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/ACT.png,ACT,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/ACT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/Gallery.jpg,gallery,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/Gallery.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/rtx1vow5.jpg,rtx1vow5,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/rtx1vow5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/42-Draw-1.jpg|http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/42-Draw.jpg,42-draw|42-draw,|,|,|,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/42-Draw-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/STANDARD.jpg|http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/UrgentUpdate_Medium1.jpg|http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/news-2.png|http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/news-4.jpg,standard|urgentupdate_medium1|news-2|news-4,|||,|||,|||,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/STANDARD.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/syrian-father-and-son-at-refugee-camp.jpg,syrian-father-and-son-at-refugee-camp,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/syrian-father-and-son-at-refugee-camp.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/canada-flag.jpg,canada-flag,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/canada-flag.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/canada.jpg,canada,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/canada.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/images.jpg,images,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/images.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/43-Draw-1.jpg,43-draw-1,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/43-Draw-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/10/unnamed-1.png,unnamed-1,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/10/unnamed-1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/migration-agents-testimonials.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/09/migration-agents-testimonials.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/10/australia.jpg,australia,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/10/australia.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/10/immigration-australia-6.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/10/immigration-australia-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/10/australia-immigration.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/10/australia-immigration.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/10/Express-Entry-system-is-mainly-for-applicants.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/10/Express-Entry-system-is-mainly-for-applicants.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/10/Skilled-Temp-copy.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/10/Skilled-Temp-copy.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/10/s1.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/10/s1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/10/citizenship-celebration-2013.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/10/citizenship-celebration-2013.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/immigration-au-canada.jpg,immigration-au-canada,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/immigration-au-canada.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/Canada-PR.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/Canada-PR.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/Australia-main-bannerr.png,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/Australia-main-bannerr.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/3581538.jpg,3581538,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/3581538.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/Indians-to-Benefit2.jpg,indians-to-benefit2,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/Indians-to-Benefit2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/body_5_3.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/body_5_3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/shutterstock-139763107-2.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/shutterstock-139763107-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/20160122000438_66401.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/20160122000438_66401.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/migrants.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/migrants.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/money_6.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/money_6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/express-entry.jpg|http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/ee-1.jpg,|,|,|,|,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/express-entry.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/canada-immigration.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/11/canada-immigration.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/o-CANADA-IMMIGRATION-facebook.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/o-CANADA-IMMIGRATION-facebook.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/canada-express-entry.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/canada-express-entry.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/INDIA_jpg_2523604f.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/INDIA_jpg_2523604f.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/minimum-wage.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/minimum-wage.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/MCCALLUM.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/MCCALLUM.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/australia-plans-to-demonetise-100-bank-note980-1481702498_980x457.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/australia-plans-to-demonetise-100-bank-note980-1481702498_980x457.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/i188^pimgpsh_mobile_save_distr-e1483441219164.jpg|http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/Part-WAS-Was8986740-1-1-0.jpg,i188pimgpsh_mobile_save_distr|,|,|,|,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/i188^pimgpsh_mobile_save_distr-e1483441219164.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/long_stay_pic_0.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/long_stay_pic_0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/AAEAAQAAAAAAAASUAAAAJDZmMzE4YmEyLTZlY2MtNDlkMS1hZjllLWMxOTU0YmU3MDFhMw.jpg|http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/Australian-Work-Visa-Subclass-457-Changes-e1447247377820-767x511.jpg,|,|,|,|,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/AAEAAQAAAAAAAASUAAAAJDZmMzE4YmEyLTZlY2MtNDlkMS1hZjllLWMxOTU0YmU3MDFhMw.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/shutterstock_21349744.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/shutterstock_21349744.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/2fa7464ffb9602e9a4fd30112f4822b0126904e7.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2016/12/2fa7464ffb9602e9a4fd30112f4822b0126904e7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/01/canada-2017-1.jpg,canada-2017,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/01/canada-2017-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/01/DRAW-1.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/01/DRAW-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/01/ahmed-hussen.jpg,,,,ahmed-hussen,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/01/ahmed-hussen.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/01/HAhmedHussen.jpg,HAhmedHussen,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/01/HAhmedHussen.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/01/Canada-Express-Entry-9th-Draw.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/01/Canada-Express-Entry-9th-Draw.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/01/Draw_final.jpg,Draw_final,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/01/Draw_final.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/02/44e1e286226e391628d0fb32d3790af9.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/02/44e1e286226e391628d0fb32d3790af9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/02/CanadianImmigration4.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/02/CanadianImmigration4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/02/55TH-NEWS.jpg,55TH-NEWS,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/02/55TH-NEWS.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/03/canada_people_icon.png,canada_people_icon,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/03/canada_people_icon.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/04/Permanent-Resident-Card-Holder.jpg|http://click-demo.com/immigrationxperts/wp-content/uploads/2017/04/permanent.png,Permanent-Resident-Card-Holder|,|,|,|,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/04/Permanent-Resident-Card-Holder.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
